0.6,0.63,0.66,0.7,0.83,0.87,0.9,0.97,1.03,1.056,1.4,1.6,1.8,2
0.25,0.4,0.6,0.8,1,1.2,1.3,1.4,1.5,1.600001,1.700001,1.800001,1.9,2
