130.0023,119.9985,110.0008,100.0031,89.99924,80.00153,69.99771,60,50.00229,39.99847,30.00076,20.00305,9.999237,0.001525879,-29.99771,-40.00153
76.4,99.4,131,175.3,238.1,329,462,660,965,1443,2205,3457,5572,9256,51791,99326
