130.0023,119.9985,110.0008,100.0031,89.99924,80.00153,69.99771,60,50.00229,39.99847,30.00076,20.00305,9.999237,0.001525879,-29.99771,-40.00153
78.5,102.2,134.7,180.3,244.8,338,475,679,992,1483,2268,3555,5728,9516,53249,102122
