15,5,5,5,4,4,4,4,4
14,5,5,5,4,4,4,4,4
13,5,5,5,5,4,4,4,4
12,5,5,5,5,4,4,4,4
11,5,5,5,5,5,5,5,5
10,6,6,6,6,5,5,5,5
9,6,6,6,6,6,6,6,6
8,6,6,6,6,6,6,6,6
,0,1000,2000,3000,4000,5000,6000,7000
