120,1.02,1.02,1,1,1
80,1.03,1.03,1.03,1.03,1
40,1.04,1.04,1.03,1.03,1
0,1.04,1.04,1.03,1.03,1
-20,1.05,1.04,1.03,1.03,1
,0,5000,10000,30000,60000
