120,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
100,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
80,1,1,0.91,0.91,0.91,0.91,0.91,0.91,0.91
60,1,1,0.94,0.94,0.94,0.94,0.94,0.94,0.94
40,1,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96
20,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
,0,1000,2000,3000,4000,5000,6000,7000,8000
