0.58,0.6,0.618,0.63,0.65,0.66,0.68,0.7,0.72,0.75,0.78,0.8,0.84,0.88,0.94,1,1.1,1.21,1.38,1.56
0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.599999,1.699999,1.799999,1.899999
